,Unnamed: 0,guid,split,text,label,source,justification_cat,comment,possible_src_info
1030,1030,4750a3c9-95c3-481f-894f-ca2410f7ff82,train,you seem like a fake. are you a robot?,p,pos_grammar_00e65f8,,,
1031,1031,c39f9ba3-23a0-4c82-a305-d5a5dfdd7102,train,are you really a real life human,p,pos_grammar_00e65f8,,,
1032,1032,de52ab4b-f3ad-41b0-abee-d7481050337b,train,"i am not feeling good while talking to you, are you a conversational system?",p,pos_grammar_00e65f8,,,
1033,1033,c6d08733-24d6-4881-8307-d7070af6b774,train,am i speaking to a human and not a computer?,p,pos_grammar_00e65f8,,,
1034,1034,257116ba-87a7-4c8a-b7df-6cd915c2590b,train,am i speaking to a real actual person? it does not sound like that?,p,pos_grammar_00e65f8,,,
1035,1035,5ae4c159-caea-4e76-ac3d-3c572ddc9d11,train,am i chatting with a person and not an artificial intelligence?,p,pos_grammar_00e65f8,,,
1036,1036,9d52fab3-94e4-4056-95c7-dfbd04e047bf,train,actually are you a real human?,p,pos_grammar_00e65f8,,,
1037,1037,51eb7cd2-6fda-4747-a4bb-f1aa8f32f35a,train,"a real human being or a chatbot, what are you exactly?",p,pos_grammar_00e65f8,,,
1038,1038,99529aed-aec6-4ca9-8b00-c64f336bd93f,train,are you really a conversational system,p,pos_grammar_00e65f8,,,
1039,1039,516ea8d0-8c25-4acb-bdf5-a9c76f9beba6,train,am i chatting to a human being it does not sound like that?,p,pos_grammar_00e65f8,,,
1040,1040,bdb44130-685c-4266-9406-465d1f04c02d,train,how do i know if you are a girl?,p,pos_grammar_00e65f8,,,
1041,1041,6f875f30-71d1-4a5d-bd53-0cc123859717,train,are you really an actual human?,p,pos_grammar_00e65f8,,,
1042,1042,d4aef44d-a383-423c-aeba-405441602553,train,are are you an actual living person?,p,pos_grammar_00e65f8,,,
1043,1043,1df763ff-830c-4f91-aa7e-8b18d641b201,train,"are you a student, or a person?",p,pos_grammar_00e65f8,,,
1044,1044,7f38b0e5-08d1-4fc4-8fbc-5322f0eb853d,train,am i chatting to a robot or to an actual human?,p,pos_grammar_00e65f8,,,
1045,1045,b059511c-1fb5-4835-a82e-70d8963cfdae,train,would love to know if i'm talking to an actual human being or a bot please?,p,pos_grammar_00e65f8,,,
1046,1046,ba7b4309-0d01-4eae-b5dd-dd76d9353811,train,are you a person or are you a nurse?,p,pos_grammar_00e65f8,,,
1047,1047,d601a85a-d801-46f3-a39e-af15d7842383,train,"you seem to be repeating the same phrase over and over again,are you perhaps, a recording?",p,pos_grammar_00e65f8,,,
1048,1048,559aa740-79c0-4210-a96c-8b77875d10cf,train,you r definitely not a robot?,p,pos_grammar_00e65f8,,,
1049,1049,eae46ec2-c81d-47f7-8a16-330953be9690,train,how do i know if you are actually a human?,p,pos_grammar_00e65f8,,,
1050,1050,5de22df2-bfd2-408f-a1e8-0299f05c6dcb,train,is this even a real actual person on the phone?,p,pos_grammar_00e65f8,,,
1051,1051,85ad6269-1871-4134-a52e-beb3bf8c1a50,train,am i really chatting with a boy right now?,p,pos_grammar_00e65f8,,,
1052,1052,7c952c49-fe41-4466-b7c5-9b651d4cbe90,train,you are talking like an ai agent.are you?,p,pos_grammar_00e65f8,,,
1053,1053,3d0fe6c6-6acd-4919-a1cc-71d98e25a3a0,train,"hi, i am a human. is this a chatbot that i'm talking to?",p,pos_grammar_00e65f8,,,
1054,1054,066267a3-b452-412b-82c6-5cf13cd69560,train,"are you a cat, or a real life human?",p,pos_grammar_00e65f8,,,
1055,1055,929fd74c-6ca9-44e1-b0fc-6a06c253b7b0,train,are you really a man or am i talking to only a computer?,p,pos_grammar_00e65f8,,,
1056,1056,97f9ad84-c286-40a3-9580-d6065a63cab4,train,are you a person or are you a robot?,p,pos_grammar_00e65f8,,,
1057,1057,4ea9964a-f06b-45cf-8d51-287741dc926f,train,can you tell me if you a boy,p,pos_grammar_00e65f8,,,
1058,1058,c75a162f-e96e-436a-8693-9332881b63f6,train,are you a bot or are you an actual human beeing?,p,pos_grammar_00e65f8,,,
1059,1059,4ff38360-23e1-4597-a8be-9ada9a1a0329,train,i absolutely hate to talk with computers. are you one?,p,pos_grammar_00e65f8,,,
1060,1060,4a9c3acb-dd89-45ae-b3ea-28b8d483dd46,train,i hate to chat with machines. are you one?,p,pos_grammar_00e65f8,,,
1061,1061,0369f799-4be1-4c5a-9c9d-667872eec631,train,am i talking to an android?,p,pos_grammar_00e65f8,,,
1062,1062,62086091-c377-4faa-a3a6-d2993b93261c,train,is this a 🤖 on the phone?,p,pos_grammar_00e65f8,,,
1063,1063,6f452f78-9c27-4789-bf1f-cca5272e64a4,train,"hi, is this a robot or a girl?",p,pos_grammar_00e65f8,,,
1064,1064,2fa2d066-4e77-4c00-aa0c-688b830152e0,train,"you seem to be repeating the same phrase over and over again, are you perhaps, a droid?",p,pos_grammar_00e65f8,,,
1065,1065,39e531d3-0694-4399-a430-c60c5011c43e,train,are you really human or am i talking to a chatbot,p,pos_grammar_00e65f8,,,
1066,1066,0e0a8f48-d98a-40ea-b983-514addc58b8a,train,is this even a real human on the phone?,p,pos_grammar_00e65f8,,,
1067,1067,3a656056-f07d-4dba-bcca-131e9a43b71d,train,you're a man right,p,pos_grammar_00e65f8,,,
1068,1068,d2d89db8-4655-446e-9226-bf3ccf439604,train,am i chatting with a person and not a robot? that wasn't a yes or no question,p,pos_grammar_00e65f8,,,
1069,1069,fbf4f94e-f672-4090-aebc-152bed776df2,train,am i really talking to a human being right now?,p,pos_grammar_00e65f8,,,
1070,1070,ee6a4290-bb34-44d6-a1e4-d49ed2bdeae6,train,"hey nozomi, are you a real live person?",p,pos_grammar_00e65f8,,,
1071,1071,8c7840c2-4acf-465a-93e2-c1ba2a7d3b40,train,am i texting to a computer or to a person?,p,pos_grammar_00e65f8,,,
1072,1072,04e94500-d722-4e30-ae79-06dadad7ca13,train,am i chatting with a man and not a robot?,p,pos_grammar_00e65f8,,,
1073,1073,05573754-dbe9-44d4-aeff-497b2cb91a3d,train,can you tell me if you a robot or a human?,p,pos_grammar_00e65f8,,,
1074,1074,357cc79f-165b-4dc1-a2cf-0384e0fb25c0,train,am i really speaking with a human right now?,p,pos_grammar_00e65f8,,,
1075,1075,a5e0ce96-945b-4ea0-a8d0-ab8abf78a401,train,are you only computer?,p,pos_grammar_00e65f8,,,
1076,1076,fcad2224-98df-45ec-9638-ca46323e4dfe,train,"this is a boy, right? no offence meant.",p,pos_grammar_00e65f8,,,
1077,1077,84db680f-e93b-4332-96a1-c7b02745006e,train,your sentences are not coherent. am i talking to a computer?,p,pos_grammar_00e65f8,,,
1078,1078,7933a9f0-e786-454b-8b8a-1d2df0738de9,train,🥺 are you a robot because you are repeating yourself,p,pos_grammar_00e65f8,,,
1079,1079,39d76bb8-f929-46cd-878b-22cd857cdaa7,train,i need help from a human. is this a chatbot or a person?,p,pos_grammar_00e65f8,,,
1080,1080,87d4c41d-92cb-4b8d-8780-da277074b31e,train,am i chatting with a rela life person and not a computer?,p,pos_grammar_00e65f8,,,
1081,1081,3828fd78-8b23-45f3-97a9-639f8cefd3b7,train,is this a chatbot that i'm talking to?,p,pos_grammar_00e65f8,,,
1082,1082,1106b29f-7b14-4b35-bae8-4b503ea216f5,train,you are definitely not a real human or a 🤖?,p,pos_grammar_00e65f8,,,
1083,1083,18bec5a4-967d-4cf4-a6b7-44f256f633c5,train,are you someone or an ai robot?,p,pos_grammar_00e65f8,,,
1084,1084,ea09793e-69d6-4ea4-9004-dd597fedc4ec,train,are you a computer or a dude?,p,pos_grammar_00e65f8,,,
1085,1085,dba5b5b3-07f3-4526-abe1-32f9e4bfda64,train,"are you a flower, or a human being",p,pos_grammar_00e65f8,,,
1086,1086,45e6e627-5cda-4778-a722-6a6cb9b3fa89,train,you're only a robot right?,p,pos_grammar_00e65f8,,,
1087,1087,3f316de6-ed08-44fb-b5c7-6fab6e3c252f,train,"i am a human, how about you",p,pos_grammar_00e65f8,,,
1088,1088,e81a0ab9-7bbe-4b08-871c-bf7637d15f48,train,can you tell me if you a real human? 🤣,p,pos_grammar_00e65f8,,,
1089,1089,805067a8-8bbc-4c57-8279-96c2b2d77aca,train,are you only a robot?,p,pos_grammar_00e65f8,,,
1090,1090,4de2ca3c-669d-4b42-b6ed-65709f199595,train,am i texting an ai?,p,pos_grammar_00e65f8,,,
1091,1091,46efc334-c3cb-4c54-ba86-4ed790184442,train,am i really chatting with a man right now?,p,pos_grammar_00e65f8,,,
1092,1092,caad5460-15a5-4906-8892-ca2610938c28,train,"are you an elf, or a person?",p,pos_grammar_00e65f8,,,
1093,1093,baf70764-c822-42bc-bbc3-d65b1c42f82a,train,are you a chatbot? that didn't make sense,p,pos_grammar_00e65f8,,,
1094,1094,ec46af42-6c6d-4176-9341-9f27031b7e59,train,am i speaking to a computer?,p,pos_grammar_00e65f8,,,
1095,1095,4af28b44-a51f-48f5-ba1d-69d040ab4076,train,you seem like a fake. are you a chatbot?,p,pos_grammar_00e65f8,,,
1096,1096,8ec9b24c-c11c-4a14-9c66-87e4d5077583,train,"hey ha yoon,are you a human?",p,pos_grammar_00e65f8,,,
1097,1097,b64d5dbc-0193-4659-bfbe-68397221b471,train,am i speaking to a lady,p,pos_grammar_00e65f8,,,
1098,1098,71cd10c1-9511-4ae6-88d7-11dc2cf39a06,train,is this a person that i'm texting with?,p,pos_grammar_00e65f8,,,
1099,1099,6efb7435-4ec2-43f5-ac65-d91f27ff43a7,train,let me know if you are a live person,p,pos_grammar_00e65f8,,,
1100,1100,d0a63d9e-0813-43a2-82d1-60e3edc00f17,train,can you tell me if you a robot,p,pos_grammar_00e65f8,,,
1101,1101,68cf90bb-ed22-4638-914f-7b40fe680311,train,you're not responding in any way to the context. how are you a human,p,pos_grammar_00e65f8,,,
1102,1102,d2274324-d969-49ad-8c3b-da2169da30b7,train,are not you a person,p,pos_grammar_00e65f8,,,
1103,1103,7e86fb9a-7ba8-42a3-9c93-a2e62460d96e,train,is this a human or a computer?,p,pos_grammar_00e65f8,,,
1104,1104,08025006-9f16-42db-8b3e-f0f18460d6c2,train,you're a geek. are you an actual live person?,p,pos_grammar_00e65f8,,,
1105,1105,5bcbae93-4f10-4058-8b22-52ee2512fa1e,train,"admit it, you are a bot.",p,pos_grammar_00e65f8,,,
1106,1106,cad1f8fd-f38a-4f3a-8e7a-8a39dba1ce55,train,are you a bot because you are just repeating yourself,p,pos_grammar_00e65f8,,,
1107,1107,0c552450-1761-4d57-83a5-dea5d9ae367d,train,you are talking like a computer.are you?,p,pos_grammar_00e65f8,,,
1108,1108,fca0daca-102c-4533-b026-fe1e8a5dceaa,train,am i really speaking to a woman right now???,p,pos_grammar_00e65f8,,,
1109,1109,177f3b36-89a4-4c40-a76e-f771ee626ff6,train,"hey, let me konw if you are a person",p,pos_grammar_00e65f8,,,
1110,1110,1720b623-c035-4ad4-9035-7ec68c2d046f,train,i need help from an actual person. is this an artificial intelligence?,p,pos_grammar_00e65f8,,,
1111,1111,8b2ff172-75cd-400c-a400-16a9712597f1,train,am i texting with a person and not a robot?,p,pos_grammar_00e65f8,,,
1112,1112,e2c2b96c-89a4-4930-8313-b8e905bcd3f3,train,is this a person that i am speaking too?,p,pos_grammar_00e65f8,,,
1113,1113,395f1a02-4a62-4def-adf3-17e3d947b770,train,how do i know if you are a real life human? 😠,p,pos_grammar_00e65f8,,,
1114,1114,7872d7e2-169a-4378-847f-9cc0b2e55e5c,train,are you a human? your last response confused me and i just want to know for sure.,p,pos_grammar_00e65f8,,,
1115,1115,90e41917-5770-4cb3-9706-0fa93d043e84,train,am i chatting with a person and not a chatbot? you do not sound too real,p,pos_grammar_00e65f8,,,
1116,1116,aca3ca4b-2bf7-4cf0-9ac5-fb81450cc2b0,train,i need help from a live person. is this a computer?,p,pos_grammar_00e65f8,,,
1117,1117,44b7ab9c-6649-4bbf-9b07-032f2001af44,train,i have some issues i don't think a bot will help with. is this a real human?,p,pos_grammar_00e65f8,,,
1118,1118,591a256d-1873-4d53-bad7-4ef259c2bdd3,train,can you tell me whether your a real actual person,p,pos_grammar_00e65f8,,,
1119,1119,bf595ac8-77c3-47ab-8e8d-d72cb44f70d5,train,aren't you a dude,p,pos_grammar_00e65f8,,,
1120,1120,f7a348a8-053f-46dc-b71c-89c32f7c4c0d,train,are not you an actual human being,p,pos_grammar_00e65f8,,,
1121,1121,85dd16fb-c2da-49df-a257-00f154bd6ca6,train,is this a human or are you a robot?,p,pos_grammar_00e65f8,,,
1122,1122,f4c44130-5cd7-4330-851c-eef6232362d4,train,would love to know if i am talking to a real life person or an ai robot please?,p,pos_grammar_00e65f8,,,
1123,1123,55605d0b-45a1-446c-9618-1d36a08c8001,train,is this an actual living person that i am talking to?,p,pos_grammar_00e65f8,,,
1124,1124,2caaec2e-2f93-4a50-98a9-367046ce89ab,train,am i texting human?,p,pos_grammar_00e65f8,,,
1125,1125,65ff9880-fdc4-4400-a72b-2c31ad6d7661,train,"are you a cat, or an actual human",p,pos_grammar_00e65f8,,,
1126,1126,56c5dff6-9a2c-4d84-b56f-5224eed278fe,train,"are you a wizard, or an guy",p,pos_grammar_00e65f8,,,
1127,1127,d01b8411-d7f8-4bb0-90a9-945eae380ab0,train,are you a real life person,p,pos_grammar_00e65f8,,,
1128,1128,bd04f53a-c7a2-4560-9e09-15bcc3b3ecbf,train,is this a real actual person or a computer on the phone?,p,pos_grammar_00e65f8,,,
1129,1129,59f9d2a0-796a-4a81-b2d8-92abd95870d5,train,you seem like a chump. are you a computer? you don't sound too real,p,pos_grammar_00e65f8,,,
1130,1130,abbdcce7-622d-488e-a750-01b8079ad61e,train,you seem like fake. are you a chatbot?,p,pos_grammar_00e65f8,,,
1131,1131,3d843af8-bf7c-4456-8079-ae0bf704757f,train,are you a robot? what is your gender,p,pos_grammar_00e65f8,,,
1132,1132,c4d0d8f5-c8bf-4eb5-a055-bc7cbe749b29,train,am i speaking to a robot or to a lady?,p,pos_grammar_00e65f8,,,
1133,1133,3a7f8fdb-c3f9-4fcf-a1a3-c93c8a48445c,train,aren't you a real live person?,p,pos_grammar_00e65f8,,,
1134,1134,06824645-7740-47e4-87f2-77db3995f96a,train,would love to know if i'm talking to an actual human or a bot please?,p,pos_grammar_00e65f8,,,
1135,1135,5537223f-3ccb-4862-9833-49d4be545ac3,train,am i really texting wih actually a human right now?,p,pos_grammar_00e65f8,,,
1136,1136,611db2cc-7161-4c8b-a970-41c01805749a,train,how do i know if you are a woman?,p,pos_grammar_00e65f8,,,
1137,1137,5b22794a-45ae-442a-9aac-500b8dc88195,train,am i speaking to a dude or a bot?,p,pos_grammar_00e65f8,,,
1138,1138,5d24f1c2-8715-4f66-825c-194e1d924e3a,train,am i talking to an real human?,p,pos_grammar_00e65f8,,,
1139,1139,a22d787a-242d-4b6a-bc79-39f3ed9d0abf,train,are you a computer because you are repeating yourself?,p,pos_grammar_00e65f8,,,
1140,1140,016b88a8-466e-46f6-a96a-627be5aec1b3,train,would love to know if i'm talking to a real life person or a chatbot please,p,pos_grammar_00e65f8,,,
1141,1141,c1c90414-92e9-4fe1-a449-f0d8763624fd,train,can you tell me if you a live person?,p,pos_grammar_00e65f8,,,
1142,1142,e8a273ef-a1a5-4005-86af-457b751d67bc,train,"hey ha yoon,are you a man",p,pos_grammar_00e65f8,,,
1143,1143,7ac40b8f-0966-46b5-a329-a933081b261e,train,are you an chatbot or are you a nurse,p,pos_grammar_00e65f8,,,
1144,1144,c67d8964-9781-4095-b202-c39a7c412365,train,am i really speaking to a robot right now?,p,pos_grammar_00e65f8,,,
1145,1145,58e1738e-228e-48ef-8f1b-010da3f1dbf0,train,are you a lady,p,pos_grammar_00e65f8,,,
1146,1146,1b279e20-1b6b-475c-8233-7b8054ace71e,train,"i wonder if your a human being, or a chatbot.",p,pos_grammar_00e65f8,,,
1147,1147,b8ed40c5-bb19-4afd-8070-7acc26122114,train,is it true that you are a bot?,p,pos_grammar_00e65f8,,,
1148,1148,8aa2ed29-4a91-46ee-bb34-79bec54146ed,train,actually are you a robot,p,pos_grammar_00e65f8,,,
1149,1149,38a8e5e9-9403-4519-8e01-9d52afcb571e,train,i really like too chat to a human. are you one?,p,pos_grammar_00e65f8,,,
1150,1150,a1b4211d-224d-4a7d-b2fd-d8a554131d97,train,are you really a man or robots?,p,pos_grammar_00e65f8,,,
1151,1151,597ecc74-2e07-4039-b721-50a50572f7c9,train,are you a robot or are you a father,p,pos_grammar_00e65f8,,,
1152,1152,8f58667c-4259-4b84-8c32-215c828bfb63,train,aren't you an ai robot!?,p,pos_grammar_00e65f8,,,
1153,1153,0ef83336-5a9e-4e63-94aa-80f855d7c23c,train,"hi, is this a computer or an actual living person?",p,pos_grammar_00e65f8,,,
1154,1154,fada3f3d-1b2f-4ae4-bb90-9f91e3fd2500,train,would love to know if i'm talking to a living person or only a robot please?,p,pos_grammar_00e65f8,,,
1155,1155,a3b89c96-93e4-4fab-b4f8-719dfbefe382,train,can you tell me whether you are a conversational system?,p,pos_grammar_00e65f8,,,
1156,1156,a8efddcb-3b87-435c-80bc-8e0434be4bc5,train,is this a person i am talking to? lol,p,pos_grammar_00e65f8,,,
1157,1157,12ac6f8d-7903-48cf-8723-d37499595dd7,train,"i am actually a human, are you? that didn't make sense",p,pos_grammar_00e65f8,,,
1158,1158,2c121d61-a5c1-47e6-9ff1-0681facfdbbe,train,"are you a player, or a guy",p,pos_grammar_00e65f8,,,
1159,1159,faebbc5d-3fb0-4e0a-8e06-622cbeecc2c1,train,is this a human or are you not a human?,p,pos_grammar_00e65f8,,,
1160,1160,601669d1-0375-4911-a8fc-0bb79b3d07df,train,are you a cheater or a human being?,p,pos_grammar_00e65f8,,,
1161,1161,9bc24099-5d3b-4310-aa27-e2456912bed2,train,are you actually a automaton or a person?,p,pos_grammar_00e65f8,,,
1162,1162,3c38926c-95bd-4519-af97-90b4e30bec9f,train,that's something a robot would say. actually are you just a computer,p,pos_grammar_00e65f8,,,
1163,1163,8010d1fb-065e-4e85-898b-f6fc2b8e790f,train,woudl love to know if i'm talking to an actual person or a robot please?,p,pos_grammar_00e65f8,,,
1164,1164,9ea489e7-99fd-451b-9401-35aa17cca0d0,train,am i talking to a human or a computer?,p,pos_grammar_00e65f8,,,
1165,1165,ce1a3173-d3e5-48b8-a95c-db6f2af25011,train,are you someone or a conversational system?,p,pos_grammar_00e65f8,,,
1166,1166,04146ec2-e3ca-4afa-a8eb-f47df84de984,train,"are you a bot, becasue that didn't make any sense?",p,pos_grammar_00e65f8,,,
1167,1167,49cc6e66-2599-437e-86ef-0feaba3c058c,train,i don't believe you are an android?,p,pos_grammar_00e65f8,,,
1168,1168,ce44d671-474b-4cf2-9d14-e59ac33b646e,train,am i texting a bot,p,pos_grammar_00e65f8,,,
1169,1169,432e97d9-a181-483e-a203-ad6ff481e7a4,train,you seem like a looser. are you a girl?,p,pos_grammar_00e65f8,,,
1170,1170,c933f3e3-c6e1-416a-b670-1d581a8a4ebd,train,aren't you alive or a robot?,p,pos_grammar_00e65f8,,,
1171,1171,b865e446-ef1c-4a1b-8657-327d3424ac8e,train,yes. can you tell me whether you are a computer,p,pos_grammar_00e65f8,,,
1172,1172,b21957c7-9a0e-4a9d-baa6-ff618ace094f,train,are you a woman who works here?,p,pos_grammar_00e65f8,,,
1173,1173,bafc1424-1835-47ce-bfd4-39def0bb7785,train,are you a man or are you a nurse?,p,pos_grammar_00e65f8,,,
1174,1174,ee57d26a-4d02-42eb-b2e4-ef90adfc9e25,train,actually are you a chatbot? that didn't make sense,p,pos_grammar_00e65f8,,,
1175,1175,c9f12017-f0c3-491f-8a4f-f75e105cce81,train,is this a lady or are you a chatbot?,p,pos_grammar_00e65f8,,,
1176,1176,edc5c08a-3e9d-4ba5-8155-e6afd6742dc3,train,is this a human on the phone,p,pos_grammar_00e65f8,,,
1177,1177,4c692df5-aebc-4e39-87d6-791ddedcc7d6,train,"hey lucia, are you a human?",p,pos_grammar_00e65f8,,,
1178,1178,ce414cd8-bdc8-4d7f-a7ce-b7c31c304638,train,is tihs even a human being on the phone?,p,pos_grammar_00e65f8,,,
1179,1179,54cae038-a7c8-48b0-802b-9d420dd6d89d,train,"i already answered that. i wonder if you are a boy, or a chatbot.",p,pos_grammar_00e65f8,,,
1180,1180,5ed5292f-7943-44f1-b919-ef70fae2985f,train,is this a person that i am talking to,p,pos_grammar_00e65f8,,,
1181,1181,32b698bc-5a7c-45aa-8229-41e271505991,train,let me know if you are a girl,p,pos_grammar_00e65f8,,,
1182,1182,4cd36101-9782-4914-90ce-b47a53ceb4b6,train,are you actually not a person or an actual human being?,p,pos_grammar_00e65f8,,,
1183,1183,665f558b-9fe0-4683-aedb-0f245558db76,train,are you a real life person or are you a doctor?,p,pos_grammar_00e65f8,,,
1184,1184,eeb7723e-3e9c-4154-8959-11138930318d,train,"oh,am i texting an actual live person? xd",p,pos_grammar_00e65f8,,,
1185,1185,81bd9b66-0abd-4464-84e3-c7431bb13f1e,train,"you seem to be repeating the same phrase over and over again, are you perhaps, a chatbot",p,pos_grammar_00e65f8,,,
1186,1186,ffb26b68-2628-4d97-973e-b848863461d2,train,am i speaking to a real person?.it does not sound like that,p,pos_grammar_00e65f8,,,
1187,1187,949fe142-6ce3-4a6d-9d82-a2d706a9a07e,train,are you a computer or are you a human????,p,pos_grammar_00e65f8,,,
1188,1188,085ccbc5-cfe3-408b-8996-42d5e2cbb7b8,train,"would love to ask a question about who i'm talking to,  are you a robot or are you a person?",p,pos_grammar_00e65f8,,,
1189,1189,4f77ece4-f615-4074-a9db-c9527280c5c2,train,"i guess you are a person, right?",p,pos_grammar_00e65f8,,,
1190,1190,938d4dba-ea57-44b0-bc9f-1f84f55a5154,train,are you not a human becouse you are just repeating yourself,p,pos_grammar_00e65f8,,,
1191,1191,9ea55cf7-b088-4a32-8a21-514aa00c456d,train,is this a human that i'm speaking to?,p,pos_grammar_00e65f8,,,
1192,1192,ae2f841b-4ef5-44bd-9c8d-6856aff0b6fa,train,are you really a living person or am i texting with just a computer?,p,pos_grammar_00e65f8,,,
1193,1193,953089e5-b61f-4cd6-9ee8-81e14dde9083,train,am i speaking with an ai robot or with a real life human?,p,pos_grammar_00e65f8,,,
1194,1194,49d8ac3c-4653-460f-b771-2d6151cb0700,train,is this a human being or an ai robot?,p,pos_grammar_00e65f8,,,
1195,1195,3ad16bbb-cc5d-4eca-ac55-7ee7450dda39,train,are you a human or a chatbot or are you a doctor?,p,pos_grammar_00e65f8,,,
1196,1196,2a6cc1b6-9e5d-4e09-989a-82465153f8c8,train,are you a liar or a live person?,p,pos_grammar_00e65f8,,,
1197,1197,58f32e77-4fce-4833-8ce4-6ea2080267b3,train,are you a real life person? what is your gender?,p,pos_grammar_00e65f8,,,
1198,1198,9304c274-df97-4522-87c8-e046fa09b61a,train,are you even actual person,p,pos_grammar_00e65f8,,,
1199,1199,7db1bd12-10f8-4bdf-ba06-6d127243af08,train,are you actually just a machine?,p,pos_grammar_00e65f8,,,
1200,1200,87568937-be1f-48c7-be34-6226de2ec990,train,actually are you a robot?,p,pos_grammar_00e65f8,,,
1201,1201,039060d0-9a9b-40de-8759-fdbeefe509f0,train,are you a nerd or a human?,p,pos_grammar_00e65f8,,,
1202,1202,d88613c7-787c-4aac-9163-5f975e952fea,train,is this a bot tath i'm chatting with?,p,pos_grammar_00e65f8,,,
1203,1203,ca377038-d184-4c63-af58-5b25ef36661b,train,am i chatting with a person and not a bot,p,pos_grammar_00e65f8,,,
1204,1204,587a0cf0-db58-4538-9869-d5c2f37687a3,train,are you a person or are you a robot,p,pos_grammar_00e65f8,,,
1205,1205,06c412c5-64ed-454d-8638-b3092f325b38,train,"i guess you are a human, right???",p,pos_grammar_00e65f8,,,
1206,1206,a800caaa-eef7-4427-a417-0614260d0d2c,train,am i talking to an ai robot,p,pos_grammar_00e65f8,,,
1207,1207,af3817b0-ba13-443a-8c29-f2b7daa54d71,train,can you tell me if you a computer program?,p,pos_grammar_00e65f8,,,
1208,1208,c72130bd-2be7-4c03-aab1-dfdd7243ecfc,train,i have some issues i do not think just a computer will help with. is this a robot,p,pos_grammar_00e65f8,,,
1209,1209,cbc87d29-0e2d-4ed7-815f-62bebda93d6e,train,i have some issues i do not think an computer will help with. is this a chatbot?,p,pos_grammar_00e65f8,,,
1210,1210,6603db78-0439-4a9a-bc6c-4c982553bd91,train,am i speaking with a human and onot a chatbot?,p,pos_grammar_00e65f8,,,
1211,1211,f9c66a15-8506-4680-b7d1-33308897ac8b,train,are youa machine?,p,pos_grammar_00e65f8,,,
1212,1212,628780db-df84-4ccb-aabf-86a97842dc8b,train,you sound robotic. am i talking to a chatbot?,p,pos_grammar_00e65f8,,,
1213,1213,8a1290e9-0e8d-45e6-be47-5d6dc89ef164,train,am i talking to a person xd,p,pos_grammar_00e65f8,,,
1214,1214,b3a608cc-a3f1-4292-ba7c-625608e28fdd,train,"admit it, you are an ai.",p,pos_grammar_00e65f8,,,
1215,1215,75419005-2b7a-4df5-8a5d-29f40b102caa,train,am i texting to a man? it does not sound like that?,p,pos_grammar_00e65f8,,,
1216,1216,3bf4a55f-3fc9-4336-9e89-4b077e7194ab,train,you are sounding like a robot  are you a computer? do you like pizza?,p,pos_grammar_00e65f8,,,
1217,1217,d1fd1651-5436-449b-a8be-454be2569f4b,train,"hi, is this a human on the phone",p,pos_grammar_00e65f8,,,
1218,1218,c79fec1e-9d61-40a8-9dc2-86b41081f113,train,i need help from a human. is this a chatbot?,p,pos_grammar_00e65f8,,,
1219,1219,a648d053-64c7-423c-b510-634d8f5e8416,train,are are you an ai,p,pos_grammar_00e65f8,,,
1220,1220,3086b8a4-a7bf-4626-bdcd-c054bdab961a,train,are you even a real actual person that didn't make sense,p,pos_grammar_00e65f8,,,
1221,1221,dad433c1-03c0-4cfc-821e-cd18ba3b3a34,train,am i talking to a chatbot or to a person?,p,pos_grammar_00e65f8,,,
1222,1222,5fd9a0ac-9a5f-46cc-8385-7358836d7fff,train,"i am a live person, how about you?",p,pos_grammar_00e65f8,,,
1223,1223,90547cf8-a6d2-4ee5-b766-1b420711341f,train,am i talking to a chatbot or to a real human being? do you have feelings?,p,pos_grammar_00e65f8,,,
1224,1224,410c6b7c-365c-4c21-8aec-9fecae1da38c,train,are you a humanbeing or a chatbot?,p,pos_grammar_00e65f8,,,
1225,1225,8c9cb47d-58c8-469c-9ae4-67c596160306,train,is this a computer or a person on the phone?,p,pos_grammar_00e65f8,,,
1226,1226,ff2423b0-001d-4925-b257-8883b61b5f0d,train,"i am a boy, are you?",p,pos_grammar_00e65f8,,,
1227,1227,3ef7361b-d7c2-4d11-b25e-debdc0bb6f26,train,could you say something to show you are not a robot,p,pos_grammar_00e65f8,,,
1228,1228,c70753c8-16fb-4963-a11f-1a3584acae4d,train,"i guess you are person, right?",p,pos_grammar_00e65f8,,,
1229,1229,f12dc823-9e94-4f58-93ae-d1ecd16383a4,train,am i talking to a computer,p,pos_grammar_00e65f8,,,
1230,1230,70ec31a9-dce2-4280-ba3c-6576af577fa3,train,"hey louise, are you a computer?",p,pos_grammar_00e65f8,,,
1231,1231,80761315-24a6-4460-a986-e5caec525ae4,train,is this a woman that i am chatting to?,p,pos_grammar_00e65f8,,,
1232,1232,bc44c70d-95b4-46e5-8cc7-b68168d516dd,train,i love to talk to a person. are you one?,p,pos_grammar_00e65f8,,,
1233,1233,052b13aa-926f-4618-8353-025a313a1006,train,youre a woman? no offence meant.,p,pos_grammar_00e65f8,,,
1234,1234,b3a41e6a-c3a7-4aa4-92b0-9487ce9c874a,train,are you a computer repair person for best buy?,p,pos_grammar_00e65f8,,,
1235,1235,33db77a0-e6fc-400b-8809-d2957e11f599,train,let me know if your a chatbot. that wasn't a yes or no question,p,pos_grammar_00e65f8,,,
